Age,Gender,Daily_Steps,Resting_Heart_Rate,Active_Heart_Rate,Hours_of_Sleep,Daily_Calorie_Intake,Stress_Level,Sleep_Quality,Daily_Activity_Type,Mood
44.0,Male,5037.0,63.0,97.0,5.5,2799.0,0.0,96.0,Sedentary,Neutral
38.0,Male,6376.0,58.0,150.0,5.8,3372.0,9.0,50.0,Moderate,Sad
33.0,Male,13568.0,62.0,115.0,9.2,4000.0,6.0,63.0,Intense,Neutral
18.0,Male,9345.0,50.0,131.0,4.5,4000.0,9.0,59.0,Moderate,Sad
,Male,8000.0,62.0,135.0,8.5,4000.0,3.0,83.0,Intense,Neutral
27.0,Female,12852.0,61.0,113.0,6.6,4000.0,7.0,67.0,Sedentary,Happy
46.0,Male,3135.0,66.0,117.0,8.5,2390.0,9.0,54.0,Intense,Sad
37.0,Female,1901.0,75.0,133.0,7.5,2207.0,8.0,57.0,Sedentary,Neutral
19.0,Female,8500.0,63.0,111.0,6.4,3975.0,3.0,89.0,Sedentary,Neutral
50.0,Male,10520.0,57.0,146.0,5.7,4000.0,8.0,66.0,Sedentary,Neutral
38.0,Female,2867.0,51.0,111.0,4.5,2300.0,5.0,76.0,Sedentary,Happy
51.0,Female,4101.0,69.0,142.0,5.5,2737.0,2.0,96.0,Moderate,Sad
32.0,Female,10379.0,66.0,135.0,5.7,4000.0,10.0,50.0,Sedentary,Happy
43.0,Male,4543.0,64.0,128.0,5.4,2802.0,7.0,62.0,Moderate,Sad
18.0,Male,7231.0,66.0,125.0,8.1,3660.0,8.0,57.0,Moderate,Sad
28.0,Female,8629.0,71.0,133.0,8.5,4000.0,8.0,73.0,Sedentary,Happy
19.0,Male,10864.0,67.0,120.0,7.4,4000.0,,64.0,Sedentary,Happy
30.0,Male,7080.0,67.0,109.0,7.7,3676.0,3.0,85.0,Intense,Happy
40.0,Male,9477.0,76.0,95.0,7.4,4000.0,10.0,63.0,Sedentary,Neutral
27.0,Male,4281.0,65.0,112.0,8.1,2531.0,6.0,65.0,Moderate,Happy
45.0,Male,9766.0,59.0,131.0,6.8,4000.0,6.0,70.0,Sedentary,Neutral
24.0,Male,5273.0,75.0,112.0,8.1,3060.0,5.0,70.0,Sedentary,Sad
45.0,Male,3858.0,60.0,89.0,7.5,2683.0,6.0,63.0,Moderate,Neutral
50.0,Male,14195.0,55.0,114.0,7.6,4000.0,5.0,72.0,Sedentary,Neutral
47.0,Male,13489.0,68.0,131.0,7.5,,5.0,77.0,Intense,Neutral
30.0,Female,8444.0,70.0,100.0,7.2,4000.0,3.0,82.0,Moderate,Neutral
18.0,Female,12641.0,58.0,124.0,5.9,4000.0,7.0,69.0,Sedentary,Neutral
41.0,Male,7022.0,71.0,112.0,6.8,3674.0,10.0,44.0,Moderate,Happy
33.0,Male,7591.0,64.0,124.0,7.6,3718.0,7.0,66.0,Sedentary,Sad
23.0,Male,7470.0,61.0,134.0,5.9,3812.0,8.0,45.0,Moderate,Sad
28.0,Female,5259.0,65.0,139.0,7.1,3066.0,,64.0,Intense,Neutral
52.0,Female,1000.0,60.0,145.0,6.6,1805.0,9.0,55.0,Moderate,Sad
21.0,Male,7072.0,64.0,132.0,8.7,3430.0,4.0,77.0,Moderate,Sad
40.0,Female,11907.0,78.0,129.0,6.2,4000.0,5.0,77.0,Moderate,Happy
37.0,Male,8827.0,62.0,97.0,6.3,4000.0,1.0,100.0,Sedentary,Happy
30.0,Male,10443.0,62.0,106.0,8.8,4000.0,9.0,58.0,Intense,Happy
42.0,Male,9179.0,58.0,150.0,8.3,4000.0,6.0,75.0,Intense,Neutral
54.0,Male,5460.0,61.0,120.0,5.9,3326.0,7.0,62.0,Sedentary,Sad
31.0,Female,8744.0,54.0,115.0,6.4,3930.0,9.0,53.0,Moderate,Sad
32.0,Female,7003.0,61.0,104.0,7.4,3825.0,8.0,62.0,Sedentary,Neutral
42.0,Female,4812.0,59.0,130.0,8.0,3026.0,1.0,100.0,Moderate,Happy
46.0,Female,10758.0,63.0,121.0,7.0,4000.0,9.0,61.0,Sedentary,Neutral
33.0,Male,4084.0,56.0,105.0,6.2,2814.0,0.0,100.0,Intense,Sad
31.0,Female,6022.0,84.0,112.0,5.7,3293.0,3.0,94.0,Intense,Happy
18.0,Male,14650.0,58.0,122.0,7.0,4000.0,2.0,93.0,Intense,Happy
25.0,Male,10104.0,61.0,134.0,6.3,4000.0,6.0,77.0,Moderate,Neutral
21.0,Female,8735.0,67.0,110.0,9.0,4000.0,3.0,86.0,Moderate,Neutral
43.0,Other,1479.0,68.0,139.0,5.0,1936.0,3.0,83.0,Sedentary,Sad
32.0,Male,7646.0,70.0,126.0,9.5,3798.0,7.0,68.0,Intense,Neutral
31.0,Male,4506.0,62.0,118.0,7.1,2950.0,5.0,72.0,Sedentary,Neutral
34.0,Male,7766.0,58.0,108.0,5.3,3590.0,9.0,53.0,Sedentary,Happy
24.0,Female,7428.0,76.0,134.0,6.3,3607.0,1.0,100.0,Intense,Neutral
53.0,Female,5430.0,57.0,135.0,5.4,3080.0,7.0,64.0,Sedentary,Sad
50.0,Female,11517.0,63.0,129.0,7.4,4000.0,4.0,74.0,Moderate,Happy
54.0,Male,10864.0,65.0,124.0,10.8,4000.0,5.0,76.0,Moderate,Happy
43.0,Female,,69.0,108.0,6.9,2991.0,5.0,81.0,Moderate,Neutral
34.0,Male,12722.0,68.0,112.0,8.3,4000.0,7.0,62.0,Moderate,Happy
54.0,Male,4551.0,60.0,113.0,10.2,2878.0,3.0,86.0,Sedentary,Neutral
26.0,Female,12992.0,66.0,100.0,9.1,4000.0,7.0,64.0,Sedentary,Happy
24.0,,7367.0,52.0,125.0,7.4,3783.0,0.0,100.0,Sedentary,Neutral
27.0,Female,6798.0,82.0,118.0,7.3,3505.0,9.0,53.0,Moderate,Neutral
41.0,Female,12467.0,58.0,123.0,7.8,4000.0,7.0,73.0,Intense,Sad
25.0,Female,7507.0,72.0,139.0,5.4,3713.0,2.0,80.0,Sedentary,Neutral
33.0,Male,11292.0,57.0,93.0,5.5,4000.0,5.0,61.0,Moderate,Sad
18.0,Female,4096.0,70.0,117.0,5.8,2907.0,3.0,90.0,Moderate,Neutral
40.0,Male,8085.0,,114.0,7.4,4000.0,3.0,88.0,Intense,Neutral
18.0,Male,9423.0,72.0,134.0,6.7,4000.0,2.0,95.0,Intense,Happy
23.0,Male,11589.0,80.0,101.0,8.7,4000.0,7.0,73.0,Sedentary,Neutral
49.0,Female,10137.0,65.0,119.0,10.2,4000.0,1.0,94.0,Sedentary,Sad
49.0,Female,8134.0,69.0,117.0,6.5,3847.0,9.0,46.0,Sedentary,Sad
39.0,Male,9420.0,72.0,110.0,10.1,4000.0,8.0,56.0,Sedentary,Neutral
38.0,Female,5816.0,60.0,124.0,8.1,3330.0,7.0,69.0,Intense,Neutral
28.0,Male,9812.0,72.0,118.0,4.9,4000.0,6.0,72.0,Intense,Neutral
25.0,Male,9433.0,61.0,106.0,9.3,4000.0,4.0,84.0,Moderate,Happy
30.0,Male,5667.0,82.0,105.0,7.7,3176.0,3.0,79.0,Intense,Neutral
18.0,Male,8369.0,55.0,100.0,5.0,4000.0,8.0,71.0,Moderate,Happy
38.0,Male,10313.0,66.0,120.0,6.7,4000.0,5.0,70.0,Sedentary,Neutral
35.0,Female,15331.0,56.0,121.0,6.7,4000.0,8.0,61.0,Sedentary,Neutral
23.0,Male,11556.0,74.0,102.0,5.7,4000.0,2.0,88.0,Sedentary,Neutral
53.0,Female,8675.0,84.0,134.0,7.9,4000.0,2.0,87.0,Sedentary,Neutral
42.0,Male,8853.0,67.0,101.0,10.3,3972.0,2.0,88.0,Moderate,Happy
43.0,Female,7564.0,80.0,109.0,6.7,3832.0,6.0,66.0,Sedentary,Happy
29.0,Female,8334.0,71.0,126.0,8.3,4000.0,7.0,72.0,Sedentary,Sad
34.0,Female,10328.0,78.0,137.0,5.6,4000.0,4.0,89.0,Intense,Happy
42.0,Male,10254.0,71.0,137.0,8.0,4000.0,2.0,91.0,Sedentary,Sad
36.0,Male,7744.0,79.0,129.0,8.9,3722.0,2.0,90.0,Sedentary,Happy
54.0,Other,4701.0,77.0,89.0,6.4,2965.0,5.0,71.0,Sedentary,Happy
32.0,Male,7357.0,61.0,117.0,4.5,3684.0,10.0,45.0,Moderate,Neutral
28.0,Male,5492.0,61.0,102.0,9.0,3323.0,4.0,84.0,Sedentary,Happy
42.0,Female,4353.0,63.0,123.0,3.5,2815.0,6.0,61.0,Sedentary,Happy
19.0,Male,9825.0,60.0,88.0,7.9,4000.0,3.0,77.0,Intense,Neutral
46.0,Female,9036.0,69.0,111.0,9.4,4000.0,3.0,85.0,Intense,Neutral
19.0,Male,5243.0,76.0,106.0,5.6,2951.0,8.0,58.0,Intense,Sad
42.0,Male,7026.0,69.0,123.0,5.9,3498.0,4.0,75.0,Moderate,Happy
27.0,Male,8920.0,62.0,120.0,7.8,4000.0,6.0,71.0,Moderate,Sad
40.0,Male,8772.0,66.0,89.0,7.4,3996.0,6.0,56.0,Sedentary,Sad
,Male,9317.0,49.0,110.0,6.6,4000.0,4.0,79.0,Sedentary,Neutral
36.0,Female,5713.0,55.0,127.0,8.3,3078.0,3.0,75.0,Intense,Neutral
20.0,Female,9074.0,62.0,104.0,4.7,4000.0,0.0,94.0,Sedentary,Neutral
24.0,Female,7857.0,69.0,142.0,8.1,3813.0,5.0,76.0,Moderate,Happy
26.0,Male,10315.0,63.0,147.0,8.0,4000.0,6.0,76.0,Sedentary,Neutral
18.0,Female,11224.0,66.0,110.0,6.0,4000.0,5.0,75.0,Intense,Neutral
48.0,Female,17087.0,63.0,121.0,9.0,4000.0,5.0,82.0,Moderate,Neutral
36.0,Male,11928.0,61.0,148.0,7.2,4000.0,7.0,61.0,Moderate,Happy
21.0,Male,8378.0,55.0,126.0,7.8,3881.0,7.0,67.0,Intense,Neutral
52.0,Female,7886.0,68.0,127.0,3.7,3880.0,5.0,73.0,Sedentary,Neutral
26.0,Female,5192.0,61.0,104.0,3.4,3196.0,6.0,,Sedentary,Neutral
38.0,Other,5266.0,66.0,128.0,6.7,3094.0,6.0,79.0,Moderate,Neutral
25.0,Female,8814.0,59.0,110.0,6.5,4000.0,6.0,67.0,Sedentary,Neutral
18.0,Male,8907.0,69.0,131.0,6.0,4000.0,1.0,85.0,Moderate,Happy
18.0,Female,16029.0,65.0,113.0,8.0,4000.0,3.0,75.0,Sedentary,Sad
29.0,Male,5816.0,67.0,117.0,7.5,3136.0,8.0,67.0,Sedentary,Happy
45.0,Male,5505.0,58.0,109.0,4.6,3047.0,7.0,63.0,Intense,Sad
39.0,Female,8750.0,58.0,96.0,8.9,3867.0,2.0,91.0,Sedentary,
36.0,Female,6488.0,,124.0,6.7,3485.0,4.0,78.0,Sedentary,Happy
18.0,Female,9167.0,53.0,111.0,5.8,4000.0,5.0,77.0,Sedentary,Happy
50.0,Female,6578.0,71.0,116.0,7.8,3550.0,3.0,89.0,Sedentary,Neutral
,Male,7143.0,64.0,134.0,9.6,3667.0,0.0,100.0,Moderate,Neutral
33.0,Male,9288.0,57.0,102.0,4.0,4000.0,2.0,97.0,Moderate,Happy
48.0,Male,6299.0,52.0,121.0,5.5,3438.0,7.0,57.0,Sedentary,Sad
49.0,Other,6918.0,73.0,152.0,7.4,3767.0,4.0,78.0,Sedentary,Neutral
48.0,Female,9585.0,47.0,104.0,7.2,4000.0,2.0,85.0,Moderate,Neutral
32.0,Female,8139.0,68.0,80.0,8.7,3898.0,7.0,61.0,Sedentary,Happy
22.0,Female,6080.0,66.0,148.0,7.6,3097.0,9.0,50.0,Intense,Neutral
46.0,Female,6554.0,70.0,125.0,5.0,3366.0,8.0,63.0,Sedentary,Sad
18.0,Female,11127.0,56.0,129.0,5.2,4000.0,3.0,81.0,Sedentary,Happy
58.0,Male,8930.0,59.0,125.0,5.8,4000.0,9.0,48.0,Sedentary,Happy
35.0,Male,6915.0,67.0,102.0,8.5,3583.0,7.0,60.0,Moderate,Happy
22.0,Female,10597.0,65.0,112.0,6.5,4000.0,2.0,90.0,Intense,Sad
20.0,Male,9308.0,72.0,119.0,6.9,4000.0,8.0,60.0,Sedentary,Happy
19.0,Female,12064.0,64.0,85.0,7.6,4000.0,8.0,64.0,Moderate,Neutral
36.0,Female,10657.0,76.0,138.0,9.7,4000.0,6.0,68.0,Sedentary,Neutral
34.0,Female,11499.0,66.0,122.0,5.8,4000.0,9.0,53.0,Moderate,Neutral
20.0,Male,6979.0,77.0,127.0,5.4,3685.0,4.0,73.0,Sedentary,Happy
30.0,Male,5333.0,78.0,108.0,6.8,2950.0,5.0,72.0,Moderate,Neutral
18.0,Male,10315.0,79.0,94.0,5.9,4000.0,4.0,79.0,Sedentary,Happy
42.0,Female,10343.0,59.0,154.0,,4000.0,6.0,65.0,Moderate,Neutral
34.0,Female,7685.0,74.0,121.0,6.6,4000.0,9.0,52.0,Sedentary,Neutral
30.0,Male,4869.0,64.0,135.0,8.3,2967.0,1.0,98.0,Moderate,Sad
19.0,Male,8920.0,64.0,127.0,6.7,4000.0,3.0,87.0,Sedentary,Happy
31.0,Female,9165.0,71.0,129.0,7.8,4000.0,1.0,94.0,Intense,Happy
30.0,Male,,62.0,136.0,5.3,2811.0,4.0,79.0,Sedentary,Sad
38.0,Other,9122.0,51.0,99.0,9.9,4000.0,0.0,98.0,Moderate,Neutral
37.0,Female,11451.0,65.0,100.0,7.3,4000.0,3.0,75.0,Sedentary,Neutral
44.0,Female,4058.0,80.0,94.0,6.7,2709.0,3.0,73.0,Sedentary,Happy
29.0,Male,9587.0,62.0,115.0,4.2,4000.0,2.0,84.0,Sedentary,Happy
18.0,Male,11931.0,64.0,131.0,7.1,4000.0,2.0,88.0,Sedentary,Sad
46.0,Male,12118.0,68.0,109.0,7.4,4000.0,1.0,100.0,Intense,Happy
23.0,Female,2376.0,62.0,123.0,6.7,2378.0,1.0,100.0,Intense,Sad
21.0,Male,11262.0,63.0,133.0,7.7,4000.0,5.0,71.0,Intense,Happy
34.0,Female,7059.0,66.0,80.0,7.4,3561.0,2.0,93.0,Sedentary,Sad
38.0,Male,6711.0,61.0,124.0,5.6,,10.0,50.0,Moderate,Neutral
28.0,Female,15537.0,75.0,155.0,8.6,4000.0,5.0,70.0,Intense,Neutral
28.0,Male,8659.0,81.0,113.0,6.8,4000.0,6.0,72.0,Intense,Happy
30.0,Male,6851.0,68.0,114.0,7.4,3649.0,8.0,59.0,Intense,Sad
,Male,10397.0,61.0,104.0,9.1,4000.0,7.0,64.0,Sedentary,Happy
34.0,Female,13056.0,69.0,125.0,5.5,4000.0,7.0,66.0,Sedentary,Neutral
23.0,Male,8519.0,55.0,139.0,7.0,4000.0,5.0,67.0,Moderate,Neutral
23.0,Male,6398.0,53.0,115.0,6.7,,8.0,64.0,Moderate,Happy
31.0,Female,8273.0,64.0,100.0,4.3,4000.0,7.0,69.0,Moderate,Neutral
37.0,Male,11272.0,75.0,135.0,7.4,4000.0,8.0,61.0,Sedentary,Happy
40.0,Female,7067.0,76.0,109.0,10.3,3597.0,8.0,63.0,Intense,Sad
36.0,Male,11275.0,68.0,120.0,8.1,4000.0,0.0,98.0,Moderate,Neutral
24.0,Female,7578.0,70.0,145.0,6.9,3691.0,6.0,65.0,Sedentary,Happy
29.0,Male,2436.0,66.0,122.0,4.8,2281.0,9.0,54.0,Moderate,Neutral
43.0,Female,12559.0,64.0,135.0,7.4,4000.0,7.0,60.0,Sedentary,Neutral
21.0,Male,9005.0,55.0,133.0,4.5,4000.0,0.0,97.0,Moderate,Sad
29.0,Female,11161.0,74.0,110.0,8.3,4000.0,9.0,51.0,Sedentary,Neutral
42.0,Male,8906.0,,86.0,6.0,4000.0,9.0,52.0,Intense,Happy
45.0,Female,8111.0,71.0,144.0,6.9,3876.0,2.0,83.0,Sedentary,Neutral
32.0,Female,10210.0,64.0,110.0,7.3,4000.0,5.0,68.0,Moderate,Neutral
30.0,Male,7538.0,57.0,135.0,6.3,3829.0,6.0,67.0,Sedentary,Neutral
19.0,Male,13440.0,58.0,127.0,8.1,4000.0,1.0,86.0,Sedentary,Neutral
41.0,Male,7908.0,60.0,129.0,8.7,3888.0,6.0,63.0,Moderate,Neutral
50.0,Female,13456.0,65.0,107.0,5.7,4000.0,0.0,93.0,Moderate,Neutral
65.0,Male,9813.0,74.0,102.0,9.1,4000.0,7.0,61.0,Sedentary,Neutral
39.0,Other,1000.0,70.0,102.0,9.2,1794.0,1.0,88.0,Sedentary,Neutral
34.0,Male,5030.0,58.0,127.0,9.3,2660.0,10.0,55.0,Moderate,Happy
23.0,Female,10548.0,54.0,105.0,5.4,4000.0,1.0,96.0,Moderate,Neutral
18.0,Male,5244.0,70.0,144.0,6.1,3146.0,6.0,67.0,Moderate,Neutral
37.0,Male,3930.0,80.0,154.0,7.2,2694.0,2.0,99.0,Moderate,Neutral
63.0,Female,11852.0,72.0,114.0,6.1,4000.0,2.0,92.0,Moderate,Neutral
50.0,Female,3235.0,81.0,111.0,9.2,2227.0,8.0,,Moderate,Neutral
48.0,Female,10333.0,61.0,146.0,4.9,4000.0,3.0,86.0,Sedentary,Neutral
37.0,Female,6910.0,64.0,101.0,7.6,3788.0,8.0,59.0,Sedentary,Happy
39.0,Female,10106.0,75.0,127.0,8.2,4000.0,4.0,85.0,Intense,Neutral
18.0,Female,8799.0,51.0,161.0,8.0,4000.0,0.0,91.0,Sedentary,Neutral
44.0,Male,1780.0,68.0,125.0,,2005.0,1.0,91.0,Moderate,Neutral
28.0,Male,7055.0,67.0,122.0,8.8,3703.0,5.0,79.0,Moderate,Happy
26.0,Male,7267.0,76.0,,8.9,3689.0,8.0,54.0,Sedentary,Happy
31.0,Male,9227.0,57.0,132.0,6.6,4000.0,7.0,59.0,Sedentary,Neutral
30.0,Female,8955.0,63.0,98.0,5.7,3966.0,6.0,68.0,Sedentary,Happy
26.0,Female,7264.0,59.0,134.0,5.7,3597.0,4.0,71.0,Moderate,Neutral
35.0,Female,4597.0,64.0,101.0,5.4,2858.0,3.0,82.0,Sedentary,Neutral
28.0,Female,9443.0,55.0,104.0,5.8,4000.0,2.0,90.0,Sedentary,Sad
36.0,Male,10613.0,69.0,107.0,8.8,4000.0,5.0,71.0,Sedentary,
18.0,Male,8992.0,66.0,116.0,4.5,4000.0,4.0,85.0,Sedentary,Neutral
32.0,Female,7341.0,62.0,104.0,8.4,3579.0,6.0,67.0,Sedentary,Sad
21.0,Male,6888.0,67.0,117.0,5.5,3734.0,7.0,68.0,Moderate,Sad
27.0,Female,5246.0,68.0,122.0,9.4,3185.0,9.0,50.0,Moderate,Neutral
36.0,Male,8745.0,76.0,138.0,8.3,4000.0,10.0,48.0,Intense,Neutral
18.0,Female,8575.0,64.0,108.0,,4000.0,10.0,56.0,Moderate,Sad
25.0,Other,10508.0,75.0,130.0,6.9,4000.0,6.0,61.0,Sedentary,Sad
41.0,Male,6131.0,58.0,110.0,9.1,3217.0,5.0,70.0,Sedentary,Neutral
18.0,Male,8357.0,60.0,116.0,5.1,3846.0,4.0,83.0,Moderate,Happy
56.0,Male,4051.0,77.0,125.0,8.2,2701.0,5.0,70.0,Moderate,Sad
49.0,Male,6981.0,74.0,133.0,7.1,3552.0,8.0,57.0,Intense,Neutral
29.0,Female,6314.0,51.0,124.0,7.5,3190.0,5.0,76.0,Intense,Sad
25.0,Male,11172.0,47.0,119.0,7.0,4000.0,7.0,62.0,Sedentary,Neutral
37.0,Male,13119.0,77.0,111.0,8.1,4000.0,6.0,74.0,Sedentary,Sad
18.0,Female,4470.0,63.0,104.0,6.3,2932.0,3.0,81.0,Intense,Happy
18.0,Male,10723.0,59.0,150.0,9.1,4000.0,9.0,56.0,Sedentary,Neutral
29.0,Female,10041.0,67.0,123.0,5.6,4000.0,10.0,57.0,Moderate,Happy
33.0,Male,6352.0,60.0,138.0,7.4,3496.0,2.0,95.0,Moderate,Happy
36.0,Male,5744.0,65.0,122.0,7.7,3086.0,5.0,79.0,Sedentary,Happy
27.0,Female,5706.0,62.0,96.0,7.2,3193.0,4.0,77.0,Moderate,Happy
50.0,Male,6867.0,62.0,144.0,5.6,3470.0,3.0,90.0,Moderate,Neutral
18.0,Female,6923.0,49.0,103.0,5.9,3699.0,6.0,61.0,Sedentary,Happy
21.0,Male,7541.0,56.0,125.0,6.6,3662.0,6.0,69.0,Sedentary,Neutral
40.0,Male,6470.0,73.0,80.0,5.4,3212.0,5.0,72.0,Sedentary,Sad
21.0,Male,10417.0,71.0,133.0,9.4,4000.0,,76.0,Moderate,Neutral
20.0,Male,9526.0,66.0,122.0,6.9,4000.0,5.0,,Moderate,Sad
36.0,Female,7480.0,71.0,110.0,8.1,3743.0,8.0,55.0,Sedentary,Neutral
22.0,Male,6381.0,65.0,135.0,7.8,3405.0,6.0,72.0,Sedentary,Neutral
33.0,Male,6301.0,51.0,119.0,9.8,3273.0,4.0,84.0,Intense,Neutral
26.0,Male,9316.0,56.0,115.0,4.4,4000.0,9.0,63.0,Sedentary,Neutral
24.0,Male,8168.0,68.0,128.0,7.5,3943.0,1.0,88.0,Sedentary,Happy
18.0,Male,8596.0,51.0,109.0,6.5,4000.0,3.0,79.0,Moderate,Neutral
36.0,Female,10575.0,58.0,109.0,7.5,4000.0,6.0,72.0,Sedentary,Neutral
20.0,Female,7837.0,59.0,122.0,7.8,3668.0,7.0,56.0,Moderate,Neutral
32.0,Male,12110.0,67.0,113.0,7.3,4000.0,10.0,51.0,Moderate,Happy
28.0,Male,1992.0,63.0,132.0,8.4,2164.0,3.0,86.0,Intense,Neutral
32.0,Female,4054.0,66.0,134.0,9.2,2619.0,5.0,71.0,Sedentary,Happy
33.0,Male,13430.0,68.0,145.0,6.4,4000.0,5.0,73.0,Moderate,Happy
37.0,Male,6806.0,67.0,122.0,4.0,3287.0,6.0,62.0,Moderate,Happy
26.0,Male,8888.0,71.0,121.0,7.3,4000.0,0.0,95.0,Moderate,Happy
49.0,Female,11759.0,66.0,99.0,9.4,4000.0,1.0,97.0,Intense,Neutral
18.0,Male,9029.0,57.0,119.0,7.7,4000.0,8.0,58.0,Moderate,Happy
32.0,Male,10739.0,55.0,87.0,8.0,4000.0,5.0,70.0,Moderate,Happy
45.0,Female,9846.0,68.0,126.0,6.6,4000.0,9.0,67.0,Sedentary,Neutral
40.0,Female,10948.0,64.0,102.0,4.7,4000.0,9.0,44.0,Sedentary,Neutral
23.0,Female,9479.0,64.0,87.0,5.5,4000.0,9.0,51.0,Moderate,Neutral
25.0,Female,10193.0,59.0,115.0,5.2,4000.0,2.0,83.0,Intense,Sad
22.0,Male,6260.0,64.0,119.0,6.9,3555.0,6.0,70.0,Intense,Sad
42.0,Male,9569.0,52.0,101.0,8.1,4000.0,4.0,73.0,Intense,Neutral
26.0,Male,7878.0,53.0,131.0,7.4,3860.0,2.0,95.0,Intense,Happy
38.0,Female,7738.0,88.0,80.0,4.7,3840.0,5.0,69.0,,Neutral
38.0,Female,2962.0,47.0,154.0,7.0,2250.0,6.0,70.0,Sedentary,Sad
63.0,Female,6735.0,56.0,126.0,9.7,3579.0,3.0,87.0,Intense,Happy
38.0,Female,7596.0,55.0,102.0,8.3,3782.0,1.0,96.0,Moderate,Neutral
25.0,Female,12666.0,55.0,106.0,4.9,4000.0,2.0,79.0,Sedentary,Happy
18.0,Female,7162.0,61.0,118.0,7.9,3606.0,5.0,73.0,Intense,Happy
31.0,Female,8848.0,54.0,114.0,9.6,4000.0,10.0,49.0,Sedentary,Happy
33.0,Male,12126.0,70.0,110.0,6.2,4000.0,2.0,97.0,Moderate,Happy
18.0,Female,4286.0,65.0,128.0,5.0,2853.0,5.0,69.0,Moderate,Neutral
26.0,Female,6851.0,68.0,139.0,7.5,3452.0,3.0,85.0,Moderate,Neutral
38.0,Male,10638.0,66.0,103.0,7.3,4000.0,5.0,72.0,Sedentary,Neutral
28.0,Male,15407.0,59.0,108.0,5.8,4000.0,6.0,69.0,Moderate,Happy
46.0,Female,2044.0,58.0,114.0,7.4,1893.0,5.0,74.0,Sedentary,Sad
,Male,7648.0,75.0,132.0,6.1,3824.0,10.0,50.0,Sedentary,Happy
43.0,Male,9884.0,65.0,122.0,8.5,4000.0,2.0,76.0,Sedentary,Happy
45.0,Male,10523.0,65.0,124.0,7.0,4000.0,8.0,64.0,Moderate,Happy
46.0,Female,14738.0,65.0,125.0,4.4,4000.0,6.0,64.0,Intense,Neutral
18.0,Male,6064.0,65.0,113.0,5.0,3431.0,4.0,74.0,Intense,Sad
38.0,Female,7294.0,53.0,148.0,6.9,3554.0,5.0,68.0,Moderate,Neutral
26.0,Female,3115.0,67.0,132.0,6.0,2416.0,3.0,86.0,Sedentary,Neutral
18.0,Female,8384.0,85.0,94.0,5.7,4000.0,8.0,63.0,Moderate,Neutral
30.0,Female,9533.0,65.0,149.0,6.8,4000.0,8.0,62.0,Sedentary,Happy
24.0,Female,14276.0,78.0,102.0,6.1,4000.0,1.0,98.0,Sedentary,Neutral
46.0,Male,13111.0,66.0,127.0,5.0,4000.0,7.0,64.0,Sedentary,Happy
41.0,Male,12548.0,67.0,112.0,5.5,4000.0,5.0,66.0,Sedentary,Sad
21.0,Female,5914.0,67.0,158.0,6.6,3327.0,8.0,60.0,Moderate,Happy
26.0,Male,9278.0,49.0,123.0,7.8,4000.0,9.0,45.0,Moderate,Happy
30.0,Male,9167.0,52.0,110.0,5.2,4000.0,4.0,77.0,Sedentary,Neutral
34.0,Male,9401.0,63.0,131.0,4.4,4000.0,0.0,92.0,Moderate,Sad
47.0,Male,7872.0,78.0,106.0,8.9,3799.0,8.0,58.0,Moderate,Happy
43.0,Female,11392.0,61.0,114.0,5.1,4000.0,6.0,65.0,Moderate,Happy
35.0,Female,6932.0,69.0,149.0,6.1,3550.0,3.0,84.0,Sedentary,Neutral
31.0,Female,8988.0,57.0,110.0,8.9,4000.0,5.0,69.0,Moderate,Neutral
18.0,Male,12359.0,72.0,145.0,9.3,4000.0,8.0,55.0,Sedentary,Neutral
50.0,Male,14460.0,53.0,111.0,7.2,4000.0,6.0,65.0,Moderate,Neutral
29.0,Male,5513.0,73.0,127.0,6.6,3170.0,5.0,79.0,Sedentary,Happy
53.0,Male,9651.0,64.0,121.0,5.9,4000.0,3.0,87.0,Intense,Happy
37.0,Female,9363.0,63.0,116.0,8.2,4000.0,8.0,64.0,Sedentary,Sad
59.0,Male,11659.0,70.0,148.0,8.9,4000.0,9.0,55.0,Moderate,Sad
42.0,Male,12900.0,75.0,99.0,4.6,4000.0,0.0,95.0,Sedentary,Happy
18.0,Female,6999.0,52.0,116.0,4.6,3525.0,3.0,81.0,Intense,Neutral
27.0,Male,7773.0,70.0,104.0,7.0,3875.0,6.0,68.0,,Neutral
32.0,Female,8219.0,51.0,102.0,7.7,4000.0,0.0,98.0,Moderate,Neutral
24.0,Female,9436.0,59.0,107.0,9.4,4000.0,3.0,85.0,Sedentary,Sad
30.0,Male,10480.0,45.0,131.0,8.3,4000.0,0.0,100.0,Sedentary,Neutral
18.0,Male,6874.0,62.0,95.0,4.5,3714.0,5.0,73.0,Moderate,Sad
35.0,Other,13571.0,66.0,126.0,5.1,4000.0,1.0,94.0,Intense,Neutral
37.0,Female,2512.0,72.0,110.0,6.2,2252.0,6.0,80.0,Sedentary,Happy
22.0,Male,,67.0,139.0,5.0,2839.0,0.0,100.0,Sedentary,Sad
58.0,Male,9823.0,65.0,115.0,4.9,4000.0,2.0,86.0,Moderate,Neutral
35.0,Male,7507.0,72.0,118.0,5.9,3785.0,5.0,78.0,Sedentary,Happy
25.0,Female,6301.0,75.0,122.0,,3408.0,7.0,62.0,Moderate,Sad
18.0,Male,10878.0,73.0,115.0,7.1,4000.0,8.0,58.0,Moderate,Neutral
